UIK,voters,voted_mobile,voted_stationary,Turnout,Video
1567,236,10,177,0.792372881355932,0
1568,1624,40,569,0.375,1
1569,1482,42,605,0.436572199730094,1
1570,1513,90,458,0.362194315928619,1
1571,1391,61,455,0.370956146657081,1
1572,443,100,282,0.862302483069977,0
1573,226,28,159,0.827433628318584,0
1574,1388,33,747,0.561959654178674,1
1575,473,53,282,0.708245243128964,0
1576,355,52,226,0.783098591549296,0
1577,252,43,178,0.876984126984127,0
1578,232,71,84,0.668103448275862,0
1579,1758,71,649,0.409556313993174,1
1580,784,55,238,0.373724489795918,0
1581,1033,92,396,0.472410454985479,1
1582,1671,40,587,0.375224416517056,1
1583,1034,43,342,0.372340425531915,1
1584,649,175,159,0.514637904468413,1
1585,830,95,270,0.439759036144578,0
1586,1124,50,380,0.382562277580071,1
1587,671,31,226,0.38301043219076,1
1588,1686,103,541,0.38196915776987,1
1589,1118,134,299,0.387298747763864,1
1590,927,45,362,0.439050701186624,0
1591,928,67,355,0.454741379310345,1
1593,1197,127,415,0.452798663324979,1
1594,1078,69,386,0.422077922077922,1
1595,633,88,214,0.477093206951027,0
1596,655,101,182,0.43206106870229,0
1597,112,14,53,0.598214285714286,0
1598,82,0,61,0.74390243902439,0
1599,115,11,72,0.721739130434783,0
1600,283,27,154,0.639575971731449,0
1601,91,13,46,0.648351648351648,0
1602,45,3,19,0.488888888888889,0
1603,135,12,85,0.718518518518519,0
1604,901,154,318,0.523862375138735,0
1605,1115,72,583,0.587443946188341,1
1606,178,12,96,0.606741573033708,0
1609,2085,85,702,0.377458033573142,1
1610,1359,46,320,0.269315673289183,1
1611,2165,54,576,0.290993071593533,1
1612,1564,15,713,0.465473145780051,1
1613,627,14,240,0.405103668261563,0
1614,643,73,185,0.401244167962675,0
1615,409,18,120,0.337408312958435,0
1616,842,26,290,0.375296912114014,0
1617,238,6,95,0.42436974789916,0
1618,429,7,191,0.461538461538462,0
1619,329,12,130,0.43161094224924,0
1620,577,27,153,0.311958405545927,0
1621,1291,121,333,0.351665375677769,1
1622,337,51,94,0.43026706231454,0
1623,543,52,215,0.49171270718232,0
1624,217,30,80,0.506912442396313,0
1625,613,69,197,0.433931484502447,0
1626,214,12,66,0.364485981308411,0
1627,122,13,51,0.524590163934426,0
1628,300,24,94,0.393333333333333,0
1629,322,17,126,0.444099378881988,0
1630,440,34,140,0.395454545454545,0
1631,1086,75,278,0.325046040515654,1
1632,418,8,133,0.337320574162679,0
1633,91,6,36,0.461538461538462,0
1634,183,9,99,0.590163934426229,0
1635,1000,34,303,0.337,1
1637,1154,43,387,0.37261698440208,1
1638,872,24,347,0.42545871559633,1
1639,1193,25,391,0.348700754400671,1
1640,629,49,213,0.416534181240064,0
1641,657,18,243,0.397260273972603,0
1642,160,2,86,0.55,0
1643,1032,48,445,0.477713178294574,1
1644,878,31,369,0.455580865603645,0
1645,218,17,94,0.509174311926605,0
1646,603,40,253,0.485903814262023,0
1647,407,20,153,0.425061425061425,0
1648,486,23,203,0.465020576131687,0
1649,83,2,49,0.614457831325301,0
1650,493,16,179,0.39553752535497,0
1651,409,29,171,0.488997555012225,0
1652,104,6,53,0.567307692307692,0
1653,377,40,160,0.530503978779841,0
1654,156,4,89,0.596153846153846,0
1655,562,29,178,0.368327402135231,0
1657,2394,235,655,0.371762740183793,1
1658,1520,59,493,0.363157894736842,1
1659,1900,109,568,0.356315789473684,1
1660,2251,76,696,0.342958685028876,1
1661,1215,179,359,0.442798353909465,0
1662,75,0,45,0.6,0
1663,121,3,68,0.586776859504132,0
1664,396,43,142,0.467171717171717,0
1665,1096,114,383,0.453467153284672,1
1666,193,30,90,0.621761658031088,0
1667,115,5,62,0.582608695652174,0
1668,349,45,107,0.435530085959885,0
1669,74,4,39,0.581081081081081,0
1670,447,70,275,0.771812080536913,0
1671,141,0,52,0.368794326241135,0
1672,225,51,67,0.524444444444444,0
1673,341,15,150,0.483870967741935,0
1674,106,12,54,0.622641509433962,0
1675,409,27,176,0.496332518337408,0
1676,229,8,124,0.576419213973799,0
1677,392,32,141,0.441326530612245,0
1678,116,3,64,0.577586206896552,0
1679,545,28,161,0.346788990825688,0
1680,480,42,175,0.452083333333333,0
1681,543,44,218,0.482504604051565,0
1682,159,6,50,0.352201257861635,0
1683,560,37,208,0.4375,0
1684,135,6,50,0.414814814814815,0
1685,126,10,64,0.587301587301587,0
1686,1058,74,312,0.364839319470699,0
1687,370,19,130,0.402702702702703,0
1688,911,81,223,0.333699231613611,0
1689,256,18,93,0.43359375,0
1696,1265,50,558,0.480632411067194,1
1697,1124,45,508,0.491992882562278,1
1698,1504,72,676,0.497340425531915,1
1699,397,17,220,0.596977329974811,0
1700,320,13,226,0.746875,0
1701,348,18,200,0.626436781609195,0
1702,364,16,193,0.574175824175824,0
1703,92,0,52,0.565217391304348,0
1704,429,27,200,0.529137529137529,0
1705,1513,94,537,0.417052214144085,1
1706,1114,83,526,0.546678635547576,0
1707,97,6,48,0.556701030927835,0
1708,249,11,140,0.606425702811245,0
1709,386,30,183,0.551813471502591,0
1710,148,6,69,0.506756756756757,0
1711,268,9,222,0.861940298507463,0
1712,689,57,286,0.497822931785196,0
1713,64,3,49,0.8125,0
1714,247,19,161,0.728744939271255,0
1715,364,17,157,0.478021978021978,0
1717,491,57,234,0.592668024439919,0
1718,164,15,86,0.615853658536585,0
1719,618,51,231,0.456310679611651,0
1720,872,32,322,0.405963302752294,0
1721,240,5,126,0.545833333333333,0
1722,724,40,273,0.43232044198895,0
1723,134,13,59,0.537313432835821,0
1724,386,30,152,0.471502590673575,0
1725,435,21,120,0.324137931034483,0
1726,49,0,37,0.755102040816326,0
1727,94,10,47,0.606382978723404,0
1728,1784,52,447,0.279708520179372,1
1729,1719,68,547,0.357766143106457,1
1730,221,10,90,0.452488687782805,0
1731,576,71,319,0.677083333333333,0
1732,122,9,71,0.655737704918033,0
1733,150,4,62,0.44,0
1734,196,18,66,0.428571428571429,0
1735,534,49,180,0.428838951310861,0
1736,159,17,77,0.591194968553459,0
1737,136,15,64,0.580882352941177,0
1738,158,9,82,0.575949367088608,0
1739,1959,96,673,0.392547217968351,1
1740,1665,93,556,0.38978978978979,1
1741,1411,126,398,0.371367824238129,1
1742,338,33,102,0.399408284023669,0
1743,1215,62,349,0.338271604938272,1
1744,408,35,123,0.387254901960784,0
1745,544,62,203,0.487132352941176,0
1746,291,37,122,0.54639175257732,0
1747,717,45,219,0.368200836820084,0
1748,500,53,208,0.522,0
1749,926,60,305,0.394168466522678,1
1750,1246,98,288,0.309791332263242,0
1751,239,11,80,0.380753138075314,0
1752,188,32,64,0.51063829787234,0
1753,182,0,98,0.538461538461538,0
1754,638,81,215,0.463949843260188,0
1755,517,60,216,0.53384912959381,0
1756,141,18,63,0.574468085106383,0
1757,389,9,145,0.395886889460154,0
1758,2106,82,635,0.34045584045584,1
1759,296,23,205,0.77027027027027,0
1760,1946,62,548,0.313463514902364,1
1761,73,0,28,0.383561643835616,0
1762,510,33,175,0.407843137254902,0
1763,117,7,49,0.478632478632479,0
1764,567,49,214,0.46384479717813,0
1765,297,28,94,0.410774410774411,0
1766,572,42,215,0.449300699300699,0
1767,883,78,203,0.318233295583239,0
1768,575,66,219,0.495652173913044,0
1769,405,19,129,0.365432098765432,0
1770,157,5,69,0.471337579617834,0
1773,1342,47,539,0.436661698956781,1
1774,1258,35,431,0.370429252782194,1
1775,1355,64,481,0.402214022140221,1
1776,642,9,293,0.470404984423676,1
1777,907,53,311,0.401323042998897,0
1778,1170,31,342,0.318803418803419,1
1779,179,13,84,0.541899441340782,0
1780,157,5,50,0.35031847133758,0
1781,417,19,157,0.422062350119904,0
1782,274,35,61,0.35036496350365,0
1783,722,49,270,0.441828254847645,0
1784,626,63,309,0.594249201277955,0
1785,177,30,73,0.581920903954802,0
1786,693,31,273,0.438672438672439,0
1787,270,16,102,0.437037037037037,0
1788,115,1,71,0.626086956521739,0
1789,551,43,267,0.562613430127042,0
1790,143,1,100,0.706293706293706,0
1791,404,14,193,0.512376237623762,0
1792,139,4,60,0.460431654676259,0
1793,1451,75,620,0.478980013783598,1
1795,1897,101,632,0.386399578281497,1
1796,1056,74,352,0.403409090909091,1
1797,1372,81,453,0.389212827988338,1
1798,997,87,633,0.722166499498496,0
1799,490,25,223,0.506122448979592,0
1800,1145,128,405,0.465502183406114,1
1801,531,38,269,0.578154425612053,0
1802,666,33,283,0.474474474474474,0
1803,500,80,214,0.588,0
1804,793,57,313,0.466582597730139,0
1805,61,4,35,0.639344262295082,0
1806,530,48,199,0.466037735849057,0
1807,592,77,172,0.420608108108108,0
1808,102,13,59,0.705882352941177,0
1809,97,10,52,0.639175257731959,0
1810,244,23,124,0.602459016393443,0
1811,447,31,168,0.445190156599553,0
1812,197,25,92,0.593908629441624,0
1813,317,37,129,0.523659305993691,0
1814,586,74,297,0.633105802047782,0
1815,95,7,65,0.757894736842105,0
1818,692,47,278,0.469653179190751,0
1819,123,7,74,0.658536585365854,0
1820,120,2,76,0.65,0
1821,573,39,209,0.432809773123909,0
1822,598,49,245,0.491638795986622,0
1823,113,9,64,0.646017699115044,0
1824,195,19,116,0.692307692307692,0
1825,1055,82,367,0.425592417061611,1
1826,2523,121,830,0.376932223543401,1
1827,680,36,211,0.363235294117647,0
1828,74,3,31,0.459459459459459,0
1829,142,6,58,0.450704225352113,0
1830,105,6,54,0.571428571428571,0
1831,87,1,52,0.609195402298851,0
1832,383,7,158,0.430809399477807,0
1833,447,36,207,0.543624161073825,0
1834,105,4,44,0.457142857142857,0
1835,86,4,53,0.662790697674419,0
1836,685,31,240,0.395620437956204,0
1837,95,7,60,0.705263157894737,0
1838,239,23,92,0.481171548117155,0
1847,1502,39,404,0.294940079893475,1
1848,1822,43,700,0.407793633369923,1
1849,772,26,250,0.357512953367876,0
1850,374,43,189,0.620320855614973,0
1851,805,97,308,0.503105590062112,0
1852,327,31,122,0.467889908256881,0
1853,804,41,302,0.426616915422886,0
1854,205,3,113,0.565853658536585,0
1855,399,22,188,0.526315789473684,0
1856,625,28,226,0.4064,1
1857,395,51,147,0.50126582278481,1
1858,399,6,174,0.451127819548872,0
1859,958,55,398,0.47286012526096,0
1860,847,42,444,0.573789846517119,0
1861,242,9,104,0.466942148760331,0
1862,287,37,108,0.505226480836237,0
1864,284,15,96,0.390845070422535,0
1865,638,23,239,0.410658307210031,0
1866,229,11,123,0.585152838427948,0
1867,720,30,222,0.35,0
1868,636,45,228,0.429245283018868,0
1869,139,10,79,0.640287769784173,0
1870,224,16,82,0.4375,0
1871,363,16,188,0.56198347107438,0
1872,901,33,270,0.336293007769145,0
1873,618,7,265,0.440129449838188,0
1874,497,23,199,0.446680080482897,0
1875,211,12,101,0.535545023696682,0
1876,165,5,83,0.533333333333333,0
1877,201,14,84,0.487562189054726,0
1878,278,5,111,0.41726618705036,0
1879,825,29,271,0.363636363636364,0
1880,990,47,307,0.357575757575758,0
1881,252,7,108,0.456349206349206,0
1882,131,7,65,0.549618320610687,0
1883,785,55,250,0.388535031847134,0
1884,349,26,129,0.444126074498567,0
1885,457,29,153,0.398249452954048,0
1886,678,34,201,0.346607669616519,0
1887,1031,28,328,0.34529582929195,0
1888,841,71,248,0.379310344827586,0
1889,624,13,208,0.354166666666667,0
1890,893,37,430,0.522956326987682,0
1891,164,3,75,0.475609756097561,0
1892,659,27,195,0.336874051593323,0
1893,706,63,212,0.389518413597734,0
1894,2571,61,606,0.259432127576818,1
1895,683,35,197,0.339677891654466,1
1896,2018,76,621,0.345391476709613,1
1897,2448,121,649,0.314542483660131,1
1898,592,11,182,0.326013513513513,1
547,2349,32,1042,0.457215836526181,1
548,2320,98,921,0.439224137931034,1
549,2243,37,851,0.39589835042354,1
550,2391,52,1085,0.475533249686324,1
551,2237,39,844,0.394725078229772,1
552,2225,51,956,0.452584269662921,1
